Dataset,Model,Feature Structure,LR,Score,Metric,Filename
mb-domars16k,dinov3_sat_1cha,concat3,0.001,88.66,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.001_concat_3.log
mb-domars16k,dinov3_sat_1cha,original,0.001,84.88,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.001_original.log
mb-domars16k,dinov3_sat_1cha,concat2,0.01,88.72,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.01_concat_2.log
mb-domars16k,dinov3_sat_1cha,concat3,0.01,88.79,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.01_concat_3.log
mb-domars16k,dinov3_sat_1cha,original,0.01,88.72,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.01_original.log
mb-domars16k,dinov3_sat,concat2,0.0001,83.71,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.0001_concat_2.log
mb-domars16k,dinov3_sat,concat3,0.0001,84.45,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.0001_concat_3.log
mb-domars16k,dinov3_sat,original,0.0001,77.01,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.0001_original.log
mb-domars16k,dinov3_sat,concat2,0.001,88.17,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.001_concat_2.log
mb-domars16k,dinov3_sat,concat3,0.001,89.53,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.001_concat_3.log
mb-domars16k,dinov3_sat,original,0.001,85.94,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.001_original.log
mb-domars16k,dinov3_sat,concat2,0.01,88.6,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.01_concat_2.log
mb-domars16k,dinov3_sat,concat3,0.01,88.35,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.01_concat_3.log
mb-domars16k,dinov3_sat,original,0.01,88.54,Best Val Accuracy,mb-domars16k_dinov3_sat_lr0.01_original.log
mb-domars16k,mars_mae,concat2,0.0001,80.79,Best Val Accuracy,mb-domars16k_mars_mae_lr0.0001_concat_2.log
mb-domars16k,mars_mae,concat3,0.0001,83.21,Best Val Accuracy,mb-domars16k_mars_mae_lr0.0001_concat_3.log
mb-domars16k,mars_mae,original,0.0001,80.11,Best Val Accuracy,mb-domars16k_mars_mae_lr0.0001_original.log
mb-domars16k,mars_mae,concat2,0.001,85.63,Best Val Accuracy,mb-domars16k_mars_mae_lr0.001_concat_2.log
mb-domars16k,mars_mae,concat3,0.001,86.12,Best Val Accuracy,mb-domars16k_mars_mae_lr0.001_concat_3.log
mb-domars16k,mars_mae,original,0.001,85.63,Best Val Accuracy,mb-domars16k_mars_mae_lr0.001_original.log
mb-domars16k,mars_mae,concat2,0.01,88.17,Best Val Accuracy,mb-domars16k_mars_mae_lr0.01_concat_2.log
mb-domars16k,mars_mae,concat3,0.01,85.63,Best Val Accuracy,mb-domars16k_mars_mae_lr0.01_concat_3.log
mb-domars16k,mars_mae,original,0.01,87.79,Best Val Accuracy,mb-domars16k_mars_mae_lr0.01_original.log
mb-domars16k,openclip,concat2,0.0001,85.63,Best Val Accuracy,mb-domars16k_openclip_lr0.0001_concat_2.log
mb-domars16k,openclip,concat3,0.0001,84.82,Best Val Accuracy,mb-domars16k_openclip_lr0.0001_concat_3.log
mb-domars16k,openclip,original,0.0001,83.27,Best Val Accuracy,mb-domars16k_openclip_lr0.0001_original.log
mb-domars16k,openclip,concat2,0.001,87.05,Best Val Accuracy,mb-domars16k_openclip_lr0.001_concat_2.log
mb-domars16k,openclip,concat3,0.001,86.8,Best Val Accuracy,mb-domars16k_openclip_lr0.001_concat_3.log
mb-domars16k,openclip,original,0.001,86.25,Best Val Accuracy,mb-domars16k_openclip_lr0.001_original.log
mb-domars16k,openclip,concat2,0.01,87.48,Best Val Accuracy,mb-domars16k_openclip_lr0.01_concat_2.log
mb-domars16k,openclip,concat3,0.01,85.5,Best Val Accuracy,mb-domars16k_openclip_lr0.01_concat_3.log
mb-domars16k,openclip,original,0.01,82.84,Best Val Accuracy,mb-domars16k_openclip_lr0.01_original.log
mb-domars16k,satmae,concat2,0.0001,78.87,Best Val Accuracy,mb-domars16k_satmae_lr0.0001_concat_2.log
mb-domars16k,satmae,concat3,0.0001,78.75,Best Val Accuracy,mb-domars16k_satmae_lr0.0001_concat_3.log
mb-domars16k,satmae,original,0.0001,74.54,Best Val Accuracy,mb-domars16k_satmae_lr0.0001_original.log
mb-domars16k,satmae,concat2,0.001,84.14,Best Val Accuracy,mb-domars16k_satmae_lr0.001_concat_2.log
mb-domars16k,satmae,concat3,0.001,84.08,Best Val Accuracy,mb-domars16k_satmae_lr0.001_concat_3.log
mb-domars16k,satmae,original,0.001,82.53,Best Val Accuracy,mb-domars16k_satmae_lr0.001_original.log
mb-domars16k,satmae,concat2,0.01,84.63,Best Val Accuracy,mb-domars16k_satmae_lr0.01_concat_2.log
mb-domars16k,satmae,concat3,0.01,82.28,Best Val Accuracy,mb-domars16k_satmae_lr0.01_concat_3.log
mb-domars16k,satmae,original,0.01,83.89,Best Val Accuracy,mb-domars16k_satmae_lr0.01_original.log
mb-domars16k,siglip2,concat2,0.0001,79.8,Best Val Accuracy,mb-domars16k_siglip2_lr0.0001_concat_2.log
mb-domars16k,siglip2,concat3,0.0001,79.68,Best Val Accuracy,mb-domars16k_siglip2_lr0.0001_concat_3.log
mb-domars16k,siglip2,original,0.0001,70.32,Best Val Accuracy,mb-domars16k_siglip2_lr0.0001_original.log
mb-domars16k,siglip2,concat2,0.001,83.77,Best Val Accuracy,mb-domars16k_siglip2_lr0.001_concat_2.log
mb-domars16k,siglip2,concat3,0.001,84.39,Best Val Accuracy,mb-domars16k_siglip2_lr0.001_concat_3.log
mb-domars16k,siglip2,original,0.001,78.62,Best Val Accuracy,mb-domars16k_siglip2_lr0.001_original.log
mb-domars16k,siglip2,concat2,0.01,85.5,Best Val Accuracy,mb-domars16k_siglip2_lr0.01_concat_2.log
mb-domars16k,siglip2,concat3,0.01,84.45,Best Val Accuracy,mb-domars16k_siglip2_lr0.01_concat_3.log
mb-domars16k,siglip2,original,0.01,82.78,Best Val Accuracy,mb-domars16k_siglip2_lr0.01_original.log
mb-domars16k,swin_v2,concat2,0.0001,81.1,Best Val Accuracy,mb-domars16k_swin_v2_lr0.0001_concat_2.log
mb-domars16k,swin_v2,concat3,0.0001,80.92,Best Val Accuracy,mb-domars16k_swin_v2_lr0.0001_concat_3.log
mb-domars16k,swin_v2,original,0.0001,78.81,Best Val Accuracy,mb-domars16k_swin_v2_lr0.0001_original.log
mb-domars16k,swin_v2,concat2,0.001,83.27,Best Val Accuracy,mb-domars16k_swin_v2_lr0.001_concat_2.log
mb-domars16k,swin_v2,concat3,0.001,82.59,Best Val Accuracy,mb-domars16k_swin_v2_lr0.001_concat_3.log
mb-domars16k,swin_v2,original,0.001,84.14,Best Val Accuracy,mb-domars16k_swin_v2_lr0.001_original.log
mb-domars16k,swin_v2,concat2,0.01,83.4,Best Val Accuracy,mb-domars16k_swin_v2_lr0.01_concat_2.log
mb-domars16k,swin_v2,concat3,0.01,81.29,Best Val Accuracy,mb-domars16k_swin_v2_lr0.01_concat_3.log
mb-domars16k,swin_v2,original,0.01,84.7,Best Val Accuracy,mb-domars16k_swin_v2_lr0.01_original.log
mb-domars16k,vit_l,concat2,0.0001,85.38,Best Val Accuracy,mb-domars16k_vit_l_lr0.0001_concat_2.log
mb-domars16k,vit_l,concat3,0.0001,86.12,Best Val Accuracy,mb-domars16k_vit_l_lr0.0001_concat_3.log
mb-domars16k,vit_l,original,0.0001,83.71,Best Val Accuracy,mb-domars16k_vit_l_lr0.0001_original.log
mb-domars16k,vit_l,concat2,0.001,88.17,Best Val Accuracy,mb-domars16k_vit_l_lr0.001_concat_2.log
mb-domars16k,vit_l,concat3,0.001,87.86,Best Val Accuracy,mb-domars16k_vit_l_lr0.001_concat_3.log
mb-domars16k,vit_l,original,0.001,87.73,Best Val Accuracy,mb-domars16k_vit_l_lr0.001_original.log
mb-domars16k,vit_l,concat2,0.01,86.93,Best Val Accuracy,mb-domars16k_vit_l_lr0.01_concat_2.log
mb-domars16k,vit_l,concat3,0.01,87.36,Best Val Accuracy,mb-domars16k_vit_l_lr0.01_concat_3.log
mb-domars16k,vit_l,original,0.01,87.17,Best Val Accuracy,mb-domars16k_vit_l_lr0.01_original.log
mb-frost_cls,dinov1_b8,concat2,0.0001,97.27,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.0001_concat_2.log
mb-frost_cls,dinov1_b8,concat3,0.0001,97.29,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.0001_concat_3.log
mb-frost_cls,dinov1_b8,original,0.0001,97.19,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.0001_original.log
mb-frost_cls,dinov1_b8,concat2,0.001,97.26,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.001_concat_2.log
mb-frost_cls,dinov1_b8,concat3,0.001,96.87,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.001_concat_3.log
mb-frost_cls,dinov1_b8,original,0.001,96.99,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.001_original.log
mb-frost_cls,dinov1_b8,concat2,0.01,97.06,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.01_concat_2.log
mb-frost_cls,dinov1_b8,concat3,0.01,96.36,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.01_concat_3.log
mb-frost_cls,dinov1_b8,original,0.01,97.23,Best Val Accuracy,mb-frost_cls_dinov1_b8_lr0.01_original.log
mb-frost_cls,dinov2_l14,concat2,0.0001,96.3,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.0001_concat_2.log
mb-frost_cls,dinov2_l14,concat3,0.0001,96.26,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.0001_concat_3.log
mb-frost_cls,dinov2_l14,original,0.0001,96.08,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.0001_original.log
mb-frost_cls,dinov2_l14,concat2,0.001,96.18,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.001_concat_2.log
mb-frost_cls,dinov2_l14,concat3,0.001,96.0,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.001_concat_3.log
mb-frost_cls,dinov2_l14,original,0.001,95.97,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.001_original.log
mb-frost_cls,dinov2_l14,concat2,0.01,96.82,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.01_concat_2.log
mb-frost_cls,dinov2_l14,concat3,0.01,96.15,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.01_concat_3.log
mb-frost_cls,dinov2_l14,original,0.01,95.25,Best Val Accuracy,mb-frost_cls_dinov2_l14_lr0.01_original.log
mb-frost_cls,dinov3_lvd_1cha,concat2,0.0001,96.53,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.0001_concat_2.log
mb-frost_cls,dinov3_lvd_1cha,concat3,0.0001,96.55,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-frost_cls,dinov3_lvd_1cha,original,0.0001,96.82,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.0001_original.log
mb-frost_cls,dinov3_lvd_1cha,concat2,0.001,96.58,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.001_concat_2.log
mb-frost_cls,dinov3_lvd_1cha,concat3,0.001,97.1,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-frost_cls,dinov3_lvd_1cha,original,0.001,96.9,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.001_original.log
mb-frost_cls,dinov3_lvd_1cha,concat2,0.01,97.26,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.01_concat_2.log
mb-frost_cls,dinov3_lvd_1cha,concat3,0.01,97.58,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-frost_cls,dinov3_lvd_1cha,original,0.01,96.91,Best Val Accuracy,mb-frost_cls_dinov3_lvd_1cha_lr0.01_original.log
mb-frost_cls,dinov3_lvd,concat2,0.0001,96.83,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.0001_concat_2.log
mb-frost_cls,dinov3_lvd,concat3,0.0001,96.52,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.0001_concat_3.log
mb-frost_cls,dinov3_lvd,original,0.0001,96.55,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.0001_original.log
mb-frost_cls,dinov3_lvd,concat2,0.001,97.35,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.001_concat_2.log
mb-frost_cls,dinov3_lvd,concat3,0.001,97.4,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.001_concat_3.log
mb-frost_cls,dinov3_lvd,original,0.001,96.61,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.001_original.log
mb-frost_cls,dinov3_lvd,concat2,0.01,97.44,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.01_concat_2.log
mb-frost_cls,dinov3_lvd,concat3,0.01,97.67,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.01_concat_3.log
mb-frost_cls,dinov3_lvd,original,0.01,97.81,Best Val Accuracy,mb-frost_cls_dinov3_lvd_lr0.01_original.log
mb-frost_cls,dinov3_sat_1cha,concat2,0.0001,98.86,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.0001_concat_2.log
mb-frost_cls,dinov3_sat_1cha,concat3,0.0001,98.76,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.0001_concat_3.log
mb-frost_cls,dinov3_sat_1cha,original,0.0001,97.5,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.0001_original.log
mb-frost_cls,dinov3_sat_1cha,concat2,0.001,98.61,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.001_concat_2.log
mb-frost_cls,dinov3_sat_1cha,concat3,0.001,98.81,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.001_concat_3.log
mb-frost_cls,dinov3_sat_1cha,original,0.001,98.2,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.001_original.log
mb-frost_cls,dinov3_sat_1cha,concat2,0.01,98.24,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.01_concat_2.log
mb-frost_cls,dinov3_sat_1cha,concat3,0.01,98.56,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.01_concat_3.log
mb-frost_cls,dinov3_sat_1cha,original,0.01,98.2,Best Val Accuracy,mb-frost_cls_dinov3_sat_1cha_lr0.01_original.log
mb-frost_cls,dinov3_sat,concat2,0.0001,98.98,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.0001_concat_2.log
mb-frost_cls,dinov3_sat,concat3,0.0001,99.16,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.0001_concat_3.log
mb-frost_cls,dinov3_sat,original,0.0001,98.64,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.0001_original.log
mb-frost_cls,dinov3_sat,concat2,0.001,99.53,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.001_concat_2.log
mb-frost_cls,dinov3_sat,concat3,0.001,99.62,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.001_concat_3.log
mb-frost_cls,dinov3_sat,original,0.001,99.21,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.001_original.log
mb-frost_cls,dinov3_sat,concat2,0.01,99.56,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.01_concat_2.log
mb-frost_cls,dinov3_sat,concat3,0.01,99.53,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.01_concat_3.log
mb-frost_cls,dinov3_sat,original,0.01,99.51,Best Val Accuracy,mb-frost_cls_dinov3_sat_lr0.01_original.log
mb-frost_cls,mars_mae,concat2,0.0001,95.58,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.0001_concat_2.log
mb-frost_cls,mars_mae,concat3,0.0001,95.6,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.0001_concat_3.log
mb-frost_cls,mars_mae,original,0.0001,95.31,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.0001_original.log
mb-frost_cls,mars_mae,concat2,0.001,95.53,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.001_concat_2.log
mb-frost_cls,mars_mae,concat3,0.001,95.71,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.001_concat_3.log
mb-frost_cls,mars_mae,original,0.001,95.53,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.001_original.log
mb-frost_cls,mars_mae,concat2,0.01,96.24,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.01_concat_2.log
mb-frost_cls,mars_mae,concat3,0.01,96.13,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.01_concat_3.log
mb-frost_cls,mars_mae,original,0.01,96.83,Best Val Accuracy,mb-frost_cls_mars_mae_lr0.01_original.log
mb-frost_cls,openclip,concat2,0.0001,97.41,Best Val Accuracy,mb-frost_cls_openclip_lr0.0001_concat_2.log
mb-frost_cls,openclip,concat3,0.0001,97.22,Best Val Accuracy,mb-frost_cls_openclip_lr0.0001_concat_3.log
mb-frost_cls,openclip,original,0.0001,96.6,Best Val Accuracy,mb-frost_cls_openclip_lr0.0001_original.log
mb-frost_cls,openclip,concat2,0.001,97.19,Best Val Accuracy,mb-frost_cls_openclip_lr0.001_concat_2.log
mb-frost_cls,openclip,concat3,0.001,97.08,Best Val Accuracy,mb-frost_cls_openclip_lr0.001_concat_3.log
mb-frost_cls,openclip,original,0.001,97.2,Best Val Accuracy,mb-frost_cls_openclip_lr0.001_original.log
mb-frost_cls,openclip,concat2,0.01,97.29,Best Val Accuracy,mb-frost_cls_openclip_lr0.01_concat_2.log
mb-frost_cls,openclip,concat3,0.01,96.72,Best Val Accuracy,mb-frost_cls_openclip_lr0.01_concat_3.log
mb-frost_cls,openclip,original,0.01,96.56,Best Val Accuracy,mb-frost_cls_openclip_lr0.01_original.log
mb-frost_cls,satmae,concat2,0.0001,95.62,Best Val Accuracy,mb-frost_cls_satmae_lr0.0001_concat_2.log
mb-frost_cls,satmae,concat3,0.0001,95.62,Best Val Accuracy,mb-frost_cls_satmae_lr0.0001_concat_3.log
mb-frost_cls,satmae,original,0.0001,94.86,Best Val Accuracy,mb-frost_cls_satmae_lr0.0001_original.log
mb-frost_cls,satmae,concat2,0.001,95.89,Best Val Accuracy,mb-frost_cls_satmae_lr0.001_concat_2.log
mb-frost_cls,satmae,concat3,0.001,96.06,Best Val Accuracy,mb-frost_cls_satmae_lr0.001_concat_3.log
mb-frost_cls,satmae,original,0.001,95.85,Best Val Accuracy,mb-frost_cls_satmae_lr0.001_original.log
mb-frost_cls,satmae,concat2,0.01,95.55,Best Val Accuracy,mb-frost_cls_satmae_lr0.01_concat_2.log
mb-frost_cls,satmae,concat3,0.01,95.5,Best Val Accuracy,mb-frost_cls_satmae_lr0.01_concat_3.log
mb-frost_cls,satmae,original,0.01,96.08,Best Val Accuracy,mb-frost_cls_satmae_lr0.01_original.log
mb-frost_cls,siglip2,concat2,0.0001,96.2,Best Val Accuracy,mb-frost_cls_siglip2_lr0.0001_concat_2.log
mb-frost_cls,siglip2,concat3,0.0001,96.17,Best Val Accuracy,mb-frost_cls_siglip2_lr0.0001_concat_3.log
mb-frost_cls,siglip2,original,0.0001,95.89,Best Val Accuracy,mb-frost_cls_siglip2_lr0.0001_original.log
mb-frost_cls,siglip2,concat2,0.001,96.04,Best Val Accuracy,mb-frost_cls_siglip2_lr0.001_concat_2.log
mb-frost_cls,siglip2,concat3,0.001,96.15,Best Val Accuracy,mb-frost_cls_siglip2_lr0.001_concat_3.log
mb-frost_cls,siglip2,original,0.001,95.81,Best Val Accuracy,mb-frost_cls_siglip2_lr0.001_original.log
mb-frost_cls,siglip2,concat2,0.01,96.61,Best Val Accuracy,mb-frost_cls_siglip2_lr0.01_concat_2.log
mb-frost_cls,siglip2,concat3,0.01,96.33,Best Val Accuracy,mb-frost_cls_siglip2_lr0.01_concat_3.log
mb-frost_cls,siglip2,original,0.01,96.78,Best Val Accuracy,mb-frost_cls_siglip2_lr0.01_original.log
mb-frost_cls,swin_v2,concat2,0.0001,95.92,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.0001_concat_2.log
mb-frost_cls,swin_v2,concat3,0.0001,96.25,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.0001_concat_3.log
mb-frost_cls,swin_v2,original,0.0001,96.26,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.0001_original.log
mb-frost_cls,swin_v2,concat2,0.001,95.78,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.001_concat_2.log
mb-frost_cls,swin_v2,concat3,0.001,96.06,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.001_concat_3.log
mb-frost_cls,swin_v2,original,0.001,96.02,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.001_original.log
mb-frost_cls,swin_v2,concat2,0.01,96.38,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.01_concat_2.log
mb-frost_cls,swin_v2,concat3,0.01,96.3,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.01_concat_3.log
mb-frost_cls,swin_v2,original,0.01,96.47,Best Val Accuracy,mb-frost_cls_swin_v2_lr0.01_original.log
mb-frost_cls,vit_l,concat2,0.0001,94.82,Best Val Accuracy,mb-frost_cls_vit_l_lr0.0001_concat_2.log
mb-frost_cls,vit_l,concat3,0.0001,95.11,Best Val Accuracy,mb-frost_cls_vit_l_lr0.0001_concat_3.log
mb-frost_cls,vit_l,original,0.0001,94.33,Best Val Accuracy,mb-frost_cls_vit_l_lr0.0001_original.log
mb-frost_cls,vit_l,concat2,0.001,95.49,Best Val Accuracy,mb-frost_cls_vit_l_lr0.001_concat_2.log
mb-frost_cls,vit_l,concat3,0.001,95.18,Best Val Accuracy,mb-frost_cls_vit_l_lr0.001_concat_3.log
mb-frost_cls,vit_l,original,0.001,94.82,Best Val Accuracy,mb-frost_cls_vit_l_lr0.001_original.log
mb-frost_cls,vit_l,concat2,0.01,96.03,Best Val Accuracy,mb-frost_cls_vit_l_lr0.01_concat_2.log
mb-frost_cls,vit_l,concat3,0.01,95.47,Best Val Accuracy,mb-frost_cls_vit_l_lr0.01_concat_3.log
mb-frost_cls,vit_l,original,0.01,94.98,Best Val Accuracy,mb-frost_cls_vit_l_lr0.01_original.log
mb-landmark_cls,dinov1_b8,concat2,0.0001,92.3,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.0001_concat_2.log
mb-landmark_cls,dinov1_b8,concat3,0.0001,91.97,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.0001_concat_3.log
mb-landmark_cls,dinov1_b8,original,0.0001,91.86,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.0001_original.log
mb-landmark_cls,dinov1_b8,concat2,0.001,92.75,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.001_concat_2.log
mb-landmark_cls,dinov1_b8,concat3,0.001,93.2,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.001_concat_3.log
mb-landmark_cls,dinov1_b8,original,0.001,92.86,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.001_original.log
mb-landmark_cls,dinov1_b8,concat2,0.01,92.69,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.01_concat_2.log
mb-landmark_cls,dinov1_b8,concat3,0.01,92.81,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.01_concat_3.log
mb-landmark_cls,dinov1_b8,original,0.01,92.14,Best Val Accuracy,mb-landmark_cls_dinov1_b8_lr0.01_original.log
mb-landmark_cls,dinov2_l14,concat2,0.0001,92.53,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.0001_concat_2.log
mb-landmark_cls,dinov2_l14,concat3,0.0001,92.75,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.0001_concat_3.log
mb-landmark_cls,dinov2_l14,original,0.0001,91.69,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.0001_original.log
mb-landmark_cls,dinov2_l14,concat2,0.001,93.64,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.001_concat_2.log
mb-landmark_cls,dinov2_l14,concat3,0.001,92.97,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.001_concat_3.log
mb-landmark_cls,dinov2_l14,original,0.001,93.14,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.001_original.log
mb-landmark_cls,dinov2_l14,concat2,0.01,93.36,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.01_concat_2.log
mb-landmark_cls,dinov2_l14,concat3,0.01,93.59,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.01_concat_3.log
mb-landmark_cls,dinov2_l14,original,0.01,92.41,Best Val Accuracy,mb-landmark_cls_dinov2_l14_lr0.01_original.log
mb-landmark_cls,dinov3_lvd_1cha,concat2,0.0001,90.3,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.0001_concat_2.log
mb-landmark_cls,dinov3_lvd_1cha,concat3,0.0001,91.69,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-landmark_cls,dinov3_lvd_1cha,original,0.0001,90.13,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.0001_original.log
mb-landmark_cls,dinov3_lvd_1cha,concat2,0.001,93.87,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.001_concat_2.log
mb-landmark_cls,dinov3_lvd_1cha,concat3,0.001,93.53,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-landmark_cls,dinov3_lvd_1cha,original,0.001,93.53,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.001_original.log
mb-landmark_cls,dinov3_lvd_1cha,concat2,0.01,94.26,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.01_concat_2.log
mb-landmark_cls,dinov3_lvd_1cha,concat3,0.01,93.75,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-landmark_cls,dinov3_lvd_1cha,original,0.01,93.87,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_1cha_lr0.01_original.log
mb-landmark_cls,dinov3_lvd,concat2,0.0001,91.47,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.0001_concat_2.log
mb-landmark_cls,dinov3_lvd,concat3,0.0001,92.14,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.0001_concat_3.log
mb-landmark_cls,dinov3_lvd,original,0.0001,90.63,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.0001_original.log
mb-landmark_cls,dinov3_lvd,concat2,0.001,93.7,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.001_concat_2.log
mb-landmark_cls,dinov3_lvd,concat3,0.001,94.42,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.001_concat_3.log
mb-landmark_cls,dinov3_lvd,original,0.001,94.03,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.001_original.log
mb-landmark_cls,dinov3_lvd,concat2,0.01,94.37,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.01_concat_2.log
mb-landmark_cls,dinov3_lvd,concat3,0.01,93.92,Best Val Accuracy,mb-landmark_cls_dinov3_lvd_lr0.01_concat_3.log
