Dataset,Model,Feature Structure,LR,Score,Metric,Filename
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,concat2,0.001,97.05,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.001_concat_2.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,concat3,0.001,96.36,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,original,0.001,97.66,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.001_original.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,concat2,1e-05,96.49,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr1e-05_concat_2.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,concat3,1e-05,96.26,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,original,1e-05,96.66,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr1e-05_original.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat2,0.0001,97.3,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.0001_concat_2.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat3,0.0001,97.3,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,original,0.0001,96.93,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.0001_original.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat2,0.001,96.97,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.001_concat_2.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat3,0.001,96.41,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,original,0.001,96.76,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.001_original.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat2,1e-05,97.22,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr1e-05_concat_2.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,concat3,1e-05,97.16,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,original,1e-05,97.56,Best Val Accuracy,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr1e-05_original.log
